fraud_reported,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,months_as_customer,insured_zip,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
N,756981,10/2/2003,OH,250/500,2000,1117.04,0,406,605121,58,MALE,MD,exec-managerial,video-games,0,-42700,1/1/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,UNKNOWN,1,2,UNKNOWN,65520,10920,5460,49140,Volkswagen,Jetta,2009
N,757352,12/21/1999,OH,500/1000,1000,1238.92,0,112,453400,32,MALE,Associate,other-service,base-jumping,57800,-53700,2/11/2015,Parked Car,NA,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,4,1,UNKNOWN,0,2,UNKNOWN,5060,460,920,3680,Honda,CRV,2012
N,757644,1/29/1998,IN,100/300,2000,988.06,0,61,460579,25,FEMALE,Masters,other-service,dancing,0,0,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,RAM,2000
N,758740,8/4/1997,IL,500/1000,1000,1096.79,6000000,33,446898,33,FEMALE,Associate,handlers-cleaners,dancing,45500,-60600,1/7/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,UNKNOWN,2,1,UNKNOWN,81400,8140,8140,65120,BMW,M5,1998
N,760179,3/25/2007,OH,100/300,1000,1427.14,0,165,446895,33,FEMALE,Associate,tech-support,kayaking,35300,-58100,2/15/2015,Parked Car,NA,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008
N,760700,11/25/2006,IL,250/500,500,1302.34,0,255,431532,46,FEMALE,JD,prof-specialty,video-games,0,-52600,1/12/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011
N,761189,12/28/2002,IN,100/300,500,1632.93,0,215,614417,37,FEMALE,College,transport-moving,golf,0,-42900,2/23/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002
N,762951,9/19/2012,IN,500/1000,500,1388.62,0,228,614274,39,FEMALE,JD,sales,reading,35200,0,1/19/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995
Y,766193,7/31/2011,OH,100/300,2000,1188.28,6000000,61,475916,26,FEMALE,JD,farming-fishing,skydiving,0,-53800,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015
N,769475,8/26/2004,OH,500/1000,2000,1368.57,0,372,474860,50,FEMALE,MD,tech-support,paintball,0,0,1/3/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003
N,769602,12/19/2004,IL,100/300,1000,1156.19,0,322,606249,44,FEMALE,College,machine-op-inspct,cross-fit,49900,-62700,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,3,UNKNOWN,49400,9880,4940,34580,Jeep,Wrangler,2010
Y,771236,5/29/1995,OH,100/300,500,915.29,0,175,607893,34,FEMALE,JD,handlers-cleaners,base-jumping,82400,-57100,2/23/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,UNKNOWN,2,1,YES,36720,4080,4080,28560,Honda,Accord,2009
N,771509,8/10/2006,IN,500/1000,500,1395.58,0,274,466612,44,FEMALE,JD,tech-support,reading,0,0,2/5/2015,Vehicle Theft,NA,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,UNKNOWN,5590,860,860,3870,BMW,X5,2000
N,774303,4/13/2002,OH,100/300,500,1471.24,0,148,601574,30,FEMALE,Masters,farming-fishing,camping,57500,-93600,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,Neon,1997
N,774895,10/28/2006,IL,250/500,1000,840.95,0,17,431202,39,FEMALE,JD,adm-clerical,hiking,32500,-80800,2/26/2015,Parked Car,NA,Trivial Damage,Police,SC,Arlington,7042 Maple Ridge,9,1,UNKNOWN,2,1,UNKNOWN,3440,430,430,2580,Suburu,Legacy,2002
N,776860,1/11/2009,OH,250/500,500,1337.56,0,261,605141,42,FEMALE,College,prof-specialty,video-games,0,0,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,UNKNOWN,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010
Y,776950,4/11/2005,IL,500/1000,1000,1060.74,0,230,471585,37,MALE,PhD,tech-support,reading,0,-51500,1/9/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1229 5th Ave,15,1,YES,2,3,UNKNOWN,49100,9820,4910,34370,Suburu,Impreza,1996
N,777533,12/21/2002,OH,500/1000,1000,1387.51,0,289,609390,43,FEMALE,Associate,sales,base-jumping,0,0,1/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,UNKNOWN,68580,7620,7620,53340,Jeep,Wrangler,2010
Y,779075,2/27/2010,IN,100/300,1000,1348.32,0,186,469429,33,FEMALE,Associate,craft-repair,cross-fit,37600,-37600,1/14/2015,Vehicle Theft,NA,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,1,NO,2,1,UNKNOWN,4730,860,860,3010,Chevrolet,Malibu,2013
Y,779156,10/10/1993,IL,500/1000,1000,1230.76,0,206,470488,42,MALE,High School,machine-op-inspct,yachting,0,-74200,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,UNKNOWN,1,1,NO,78980,7180,14360,57440,Saab,92x,1997
N,781181,6/27/2005,OH,100/300,2000,1402.75,0,461,449557,61,MALE,JD,exec-managerial,exercise,0,0,2/18/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,UNKNOWN,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006
Y,783494,9/2/2014,OH,100/300,500,1537.07,3000000,102,457733,32,MALE,JD,tech-support,chess,0,0,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004
N,786103,9/24/1994,OH,100/300,500,1457.21,0,188,471785,37,FEMALE,JD,adm-clerical,hiking,46300,0,1/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,UNKNOWN,2,0,YES,45000,5000,5000,35000,Suburu,Forrestor,2003
N,786432,11/15/1997,IN,100/300,2000,1145.85,0,435,471784,58,MALE,JD,sales,movies,0,-40000,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,19,3,UNKNOWN,1,1,YES,41490,9220,4610,27660,Mercedes,E400,2004
N,786957,10/29/2006,OH,100/300,500,1134.91,0,219,452735,40,FEMALE,Associate,transport-moving,golf,68700,0,1/29/2015,Vehicle Theft,NA,Trivial Damage,None,SC,Riverwood,5901 Elm Drive,6,1,UNKNOWN,1,0,NO,6400,640,640,5120,Toyota,Camry,1997
N,787351,4/28/2013,IL,250/500,2000,1730.49,7000000,320,443342,48,MALE,College,transport-moving,hiking,46300,-41700,1/24/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995
N,788502,8/31/2014,OH,250/500,500,1380.89,0,101,620197,29,MALE,PhD,armed-forces,dancing,30000,-53000,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,UNKNOWN,2,1,UNKNOWN,67210,12220,12220,42770,BMW,X6,1996
Y,789208,10/12/2002,OH,250/500,500,1304.35,0,19,617267,29,MALE,JD,transport-moving,cross-fit,0,0,2/8/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,UNKNOWN,75400,11600,11600,52200,Dodge,Neon,2005
Y,790225,1/5/1991,OH,250/500,500,964.92,0,162,601581,33,FEMALE,Associate,exec-managerial,base-jumping,45700,0,2/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,17,4,NO,2,1,NO,35300,3530,3530,28240,Mercedes,E400,1996
N,790442,4/13/2003,OH,250/500,500,538.17,0,106,433782,30,FEMALE,PhD,transport-moving,reading,49700,-60200,2/10/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,Arlington,6660 MLK Drive,23,1,NO,2,2,NO,51120,5680,5680,39760,Mercedes,E400,2005
N,791425,6/18/1997,IN,250/500,2000,1585.54,0,229,463153,43,MALE,High School,protective-serv,reading,42600,-44400,2/26/2015,Vehicle Theft,NA,Minor Damage,None,WV,Hillsdale,9322 Rock Hwy,3,1,NO,1,0,YES,4620,420,840,3360,Volkswagen,Jetta,2012
N,792673,4/12/2013,OH,500/1000,2000,1233.96,0,146,606177,36,FEMALE,Masters,other-service,golf,34500,-60600,2/5/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015
N,793948,12/20/1990,IL,100/300,2000,1396.43,0,398,448722,53,FEMALE,Associate,priv-house-serv,base-jumping,21500,0,1/29/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,UNKNOWN,47430,5270,5270,36890,Toyota,Camry,2000
N,794534,12/14/1991,OH,250/500,2000,1434.27,0,145,457234,37,FEMALE,Associate,tech-support,sleeping,0,-35900,1/4/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,13,1,UNKNOWN,2,3,UNKNOWN,55110,5010,10020,40080,Nissan,Maxima,2002
N,794731,2/22/2015,IN,250/500,1000,973.5,0,415,468634,52,MALE,PhD,machine-op-inspct,polo,50400,0,2/2/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003
N,794951,4/21/2008,IN,500/1000,500,1285.01,0,278,459630,47,MALE,Masters,machine-op-inspct,sleeping,0,-39800,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010
N,795004,3/16/1998,OH,250/500,500,862.92,0,298,448809,49,MALE,MD,machine-op-inspct,camping,0,-71700,1/17/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007
Y,795686,10/24/2004,IL,500/1000,500,1398.51,4000000,214,472214,41,MALE,Masters,tech-support,polo,0,-57100,2/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,UNKNOWN,2,0,NO,64000,12800,6400,44800,BMW,X6,1996
N,795847,12/17/1995,IL,100/300,1000,1441.21,0,300,609322,49,FEMALE,PhD,farming-fishing,kayaking,0,0,1/4/2015,Vehicle Theft,NA,Trivial Damage,None,SC,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001
N,796005,8/18/2007,OH,250/500,1000,1274.63,0,173,441298,36,MALE,College,machine-op-inspct,basketball,51000,0,2/8/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,3,NO,52030,9460,9460,33110,Accura,MDX,1995
Y,796375,10/22/2011,OH,250/500,2000,1202.28,0,64,479327,29,MALE,High School,exec-managerial,cross-fit,0,-61400,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,UNKNOWN,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007
N,797613,10/19/1990,IN,100/300,500,1463.82,0,269,448984,41,FEMALE,College,protective-serv,yachting,0,-72300,1/24/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,UNKNOWN,79300,15860,15860,47580,Saab,92x,2007
N,797634,11/12/2009,OH,500/1000,500,1216.24,0,334,613945,50,MALE,Masters,priv-house-serv,polo,26700,-47200,1/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,NO,2,0,UNKNOWN,50000,5000,10000,35000,Chevrolet,Silverado,2008
N,797636,5/19/1992,IN,100/300,1000,974.84,0,257,468984,43,FEMALE,JD,transport-moving,kayaking,52100,0,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006
N,797934,4/7/1999,IN,500/1000,2000,966.26,0,77,471704,27,FEMALE,High School,adm-clerical,base-jumping,56400,-32800,2/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,UNKNOWN,67200,6720,6720,53760,Volkswagen,Passat,1995
N,798177,3/4/2006,IL,500/1000,1000,873.64,4000000,153,432934,34,FEMALE,Associate,priv-house-serv,yachting,800,0,1/30/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,UNKNOWN,68400,11400,11400,45600,Ford,F150,2007
N,798579,12/19/2011,IN,250/500,1000,1114.23,0,45,432534,37,MALE,College,prof-specialty,dancing,0,0,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005
N,799501,12/28/1991,OH,250/500,2000,1315.56,0,201,471806,40,FEMALE,PhD,transport-moving,video-games,0,0,2/18/2015,Vehicle Theft,NA,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003
N,801331,7/8/1990,IN,500/1000,1000,1561.41,0,366,462767,50,FEMALE,High School,handlers-cleaners,basketball,21200,0,1/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012
N,803294,6/18/1993,IN,100/300,1000,1724.09,0,276,615712,47,MALE,PhD,craft-repair,yachting,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,UNKNOWN,65780,5980,11960,47840,Chevrolet,Tahoe,2014
N,804219,6/24/1998,OH,250/500,1000,1625.65,0,330,466498,48,MALE,College,farming-fishing,skydiving,0,0,2/26/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,YES,1,3,UNKNOWN,59500,11900,5950,41650,Dodge,Neon,2006
N,804410,12/12/1998,OH,250/500,1000,1127.89,6000000,429,460722,56,MALE,Associate,machine-op-inspct,skydiving,67400,-43800,1/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002
N,804608,4/12/2002,OH,250/500,1000,855.14,0,136,458582,33,FEMALE,PhD,craft-repair,paintball,37900,0,1/4/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015
N,804751,9/11/1997,OH,250/500,2000,838.02,0,189,450702,39,FEMALE,College,tech-support,movies,0,0,2/13/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,UNKNOWN,2,0,YES,64400,6440,6440,51520,Dodge,Neon,1997
N,805806,1/16/2013,IN,250/500,1000,1267.4,6000000,246,454139,43,MALE,JD,adm-clerical,basketball,0,0,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,0,1,NO,2,1,UNKNOWN,50700,5070,5070,40560,Accura,RSX,2006
N,806081,2/1/2011,IL,500/1000,1000,1275.81,0,147,472657,34,MALE,High School,sales,dancing,0,-48300,1/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,UNKNOWN,101010,15540,15540,69930,Mercedes,ML350,1998
N,807369,6/19/1992,IN,500/1000,500,1418.5,0,69,614948,24,FEMALE,High School,armed-forces,yachting,0,0,2/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,UNKNOWN,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012
N,808153,1/18/2003,IN,500/1000,2000,977.4,0,467,444500,58,MALE,Masters,transport-moving,bungie-jumping,82200,0,1/3/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,YES,2,3,NO,55700,5570,11140,38990,Nissan,Maxima,2014
N,808544,2/5/1991,IL,500/1000,1000,1358.91,0,292,451470,45,MALE,Masters,craft-repair,dancing,0,0,1/9/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,UNKNOWN,7370,670,1340,5360,Suburu,Impreza,1997
N,810189,8/29/1999,OH,250/500,500,1075.41,0,102,445648,28,MALE,MD,machine-op-inspct,reading,55200,0,2/15/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,1,NO,1,0,NO,73400,7340,7340,58720,Dodge,Neon,1996
N,811042,7/4/2013,IN,250/500,1000,978.27,0,131,479821,29,FEMALE,Associate,sales,paintball,65700,0,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,UNKNOWN,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003
N,812025,6/18/2000,IL,250/500,500,1153.49,0,208,432711,36,MALE,Associate,craft-repair,base-jumping,0,0,2/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,50500,10100,5050,35350,Accura,TL,2004
N,812989,3/6/2004,IN,250/500,500,1178.95,6000000,163,441370,37,FEMALE,JD,priv-house-serv,dancing,0,-67300,1/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,3,YES,49400,4940,9880,34580,Jeep,Wrangler,2005
Y,815883,7/2/1991,OH,250/500,2000,1305.26,0,398,455482,55,MALE,MD,farming-fishing,skydiving,66200,-49700,1/8/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,UNKNOWN,1,3,YES,36740,3340,6680,26720,BMW,X5,1998
N,818167,8/25/2011,IN,500/1000,2000,653.66,0,35,475483,29,FEMALE,JD,handlers-cleaners,video-games,52100,-46900,2/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,UNKNOWN,78300,15660,7830,54810,BMW,X5,2009
N,818413,2/23/1990,OH,500/1000,1000,1377.94,0,129,442540,28,MALE,Masters,machine-op-inspct,base-jumping,0,0,2/21/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,UNKNOWN,2,3,UNKNOWN,44640,9920,4960,29760,Toyota,Camry,2005
N,824116,5/5/1998,IL,250/500,2000,1687.53,0,135,465674,34,FEMALE,JD,protective-serv,base-jumping,0,-69600,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,UNKNOWN,1,2,NO,78200,15640,7820,54740,Audi,A3,2009
N,824540,3/13/2008,OH,250/500,2000,1053.24,0,22,603527,25,FEMALE,College,prof-specialty,movies,51100,0,1/5/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995
N,824728,4/24/2013,IL,250/500,500,1161.03,5000000,290,469742,48,MALE,Associate,adm-clerical,video-games,45300,0,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,UNKNOWN,1,1,UNKNOWN,41520,5190,5190,31140,Nissan,Ultima,2014
N,828890,10/20/1993,OH,100/300,2000,1367.68,0,359,613247,47,FEMALE,MD,handlers-cleaners,basketball,0,0,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,2012
N,830414,7/8/1996,IL,500/1000,500,1310.76,0,105,476737,33,FEMALE,High School,adm-clerical,kayaking,0,-40900,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,UNKNOWN,70290,12780,6390,51120,Accura,MDX,2008
N,830729,2/10/1993,IN,100/300,1000,1538.6,0,297,618455,48,FEMALE,MD,other-service,kayaking,0,-54700,1/11/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,1,UNKNOWN,0,0,UNKNOWN,60600,6060,12120,42420,Ford,Fusion,2004
N,830878,11/3/1996,IN,250/500,1000,1151.39,4000000,236,604555,39,FEMALE,Masters,exec-managerial,reading,0,-63900,1/1/2015,Parked Car,NA,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,UNKNOWN,8700,870,1740,6090,Accura,RSX,2003
N,831053,8/5/1992,IN,250/500,1000,1202.75,0,75,602289,27,MALE,High School,handlers-cleaners,board-games,57900,-90100,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003
N,831479,6/4/2000,IL,100/300,2000,987.42,7000000,214,461418,36,FEMALE,Associate,machine-op-inspct,kayaking,0,0,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,UNKNOWN,47080,4280,8560,34240,Saab,93,2006
N,831668,4/10/1996,OH,250/500,2000,1655.79,0,259,454529,44,FEMALE,Masters,exec-managerial,exercise,0,0,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,3127 Flute St,8,1,YES,0,0,YES,105820,16280,16280,73260,Audi,A3,2002
N,832300,1/14/2005,IN,100/300,1000,709.14,0,303,450184,46,MALE,Masters,machine-op-inspct,kayaking,0,0,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006
Y,832746,4/13/2006,OH,500/1000,1000,994.74,0,291,452701,46,FEMALE,High School,adm-clerical,polo,0,-55300,1/25/2015,Parked Car,NA,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005
N,833321,3/1/2010,IN,250/500,500,1405.71,0,215,465376,38,FEMALE,PhD,craft-repair,camping,0,0,2/1/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,UNKNOWN,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008
N,836272,5/11/1997,OH,100/300,500,1280.9,0,439,604289,56,MALE,High School,armed-forces,video-games,48900,-40900,1/30/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,UNKNOWN,50000,15000,5000,30000,Jeep,Wrangler,2009
Y,836349,5/1/2013,IL,500/1000,2000,1453.61,4000000,235,619570,39,MALE,JD,craft-repair,yachting,0,0,1/13/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Hillsdale,5663 Oak Lane,10,1,UNKNOWN,0,3,UNKNOWN,60320,9280,9280,41760,Chevrolet,Tahoe,2012
N,839884,9/2/1996,IL,100/300,500,1693.63,0,377,452456,53,FEMALE,MD,craft-repair,kayaking,0,-64000,2/17/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,10,3,YES,1,3,NO,59040,6560,6560,45920,Saab,93,2015
Y,840225,10/5/1999,OH,100/300,1000,1041.36,0,154,448436,34,FEMALE,JD,priv-house-serv,cross-fit,53100,-43900,1/26/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,UNKNOWN,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005
N,840806,2/14/1994,IN,500/1000,2000,1570.77,0,339,441142,49,MALE,JD,adm-clerical,paintball,98800,-65300,1/18/2015,Vehicle Theft,NA,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009
N,842618,11/6/2001,IN,100/300,2000,1346.18,0,195,611852,36,FEMALE,Associate,machine-op-inspct,camping,57800,-53300,2/25/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,2007
N,842643,11/20/1997,OH,500/1000,500,1215.36,3000000,60,432220,23,MALE,MD,protective-serv,reading,0,0,1/22/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,6655 5th Drive,9,1,YES,1,0,NO,56520,4710,9420,42390,Saab,95,2000
Y,843227,9/28/2007,OH,250/500,2000,1443.32,0,134,613287,30,FEMALE,PhD,exec-managerial,dancing,0,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,3,UNKNOWN,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,1995
N,844007,7/17/1995,IN,500/1000,2000,1827.38,0,84,433593,30,MALE,Associate,priv-house-serv,polo,0,-15900,1/15/2015,Vehicle Theft,NA,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,YES,1,3,UNKNOWN,4620,420,840,3360,Audi,A5,1998
